江丙坤 陈美惠
卫子夫 刘据
卫子夫 刘彻
卫子夫 卫长君
孙英杰 汪成荣
孙英杰 王德显
萧楷成 刘育三
萧楷成 司徒慧聪
谢阿蛮 高仙芝
杨惠妍 杨国强
杨惠妍 杨子莹
杨惠妍 陈翀
姜妙香 童寿苓
姜妙香 闫庆林
姜妙香 陆杏林
姜妙香 冯金芙
姜妙香 江世玉
海岩 侣皓吉吉
林申 李小婉
竹下登 竹下亘
竹下登 竹下勇造
王应立 李慧来
村上春树 阳子
曼德拉 温妮
李秉宪 宋慧乔
李秉宪 宋承宪
陈延年 陈乔年
陈延年 陈鹤年
陈延年 陈独秀
贾蓉 秦可卿
贾蓉 贾珍
曹据 环夫人
曹据 曹冲
胡风 梅志
郭美美 王军
郭美美 郭登峰
虞梦 李虹
陶菲克 古健杰
陶菲克 陈文宏
戴志诚 杨蕾
戴志诚 袁茵
吴敬琏 黄圣依
吴敬琏 吴竹似
吴佳尼 马世天
谢智 尹文举
张立媛 陈琪
张立媛 沈世华
张立媛 王小蓉
姚晨 闫妮
姚晨 曹郁
姚晨 凌潇肃
汉献帝 曹节
汉献帝 伏寿
汉献帝 刘宏
萧绎 萧纪
萧绎 萧衍
谭孝曾 谭正岩
谭孝曾 谭富英
谭孝曾 谭鑫培
谭孝曾 谭元寿
谭孝曾 阎桂祥
苗侨伟 姚凤丝
俞明震 俞明颐
俞明震 俞明观
俞明震 俞大纯
俞明震 俞珊
筱桂琴 丁果仙
林如海 林黛玉
张彩林 雪艳琴
陶鹏飞 张学良
刘诗诗 吴奇隆
陈望道 张志让
陈望道 蔡慕晖
王仪涵 谢杏芳
霍华德 弗朗西斯
徐光宪 高小霞
茹志娟 汪祖荣
茹志娟 王安忆
曹真 秦邵
曹真 曹氏
曹真 曹爽
曹真 曹训
慕容翰 慕容廆
郝为真 李亦畲
郝为真 郝月如
陈慧琳 刘昇
陈慧琳 陈司翰
陈慧琳 刘建浩
邵美琪 郑伊健
徐小岩 徐向前
戴月琴 新凤霞
李霄鹏 李媛
郭荣启 郭瑞林
郭荣启 马德禄
郭荣启 谢天顺
郭荣启 杨少华
郭荣启 张宝如
霍震寰 霍英东
霍震寰 霍启文
霍震寰 霍思纬
霍震寰 陈琪琪
周海媚 吕良伟
折太君 杨业
吕光 吕绍
吕光 吕婆楼
吕光 吕文和
李宗仁 李幼邻
李宗仁 郭德洁
冯宝华 高笑林
冯宝华 佟手本
冯宝华 于宝林
冯宝华 田立禾
冯宝华 魏文华
冯宝华 侯宝林
不二周助 不二淑子
梅竹芬 杨隆寿
梅竹芬 梅巧玲
王玉珍 刘连玉
王玉珍 荣少昌
王玉珍 周麟阁
孔融 孔褒
邱义仁 陈水扁
沈九娘 唐伯虎
李淳风 唐太宗
李淳风 袁天罡
周德山 马三立
三毛 贾平凹
三毛 王洛宾
三毛 缪进兰
三毛 林青霞
三毛 张乐平
三毛 陈嗣庆
三毛 齐豫
叶明勋 严停云
张留孙 张闻诗
鲍莉 陆毅
鲍莉 鲍蕾
鲍莉 郭京飞
韩瑜 孙协志
施桂林 施传镇
唐肃宗 唐代宗
唐肃宗 李侹
唐肃宗 李僖
唐肃宗 李系
唐肃宗 李佖
王令尘 王靖雄
王令尘 张艾嘉
那英 高峰
那英 孟桐
朱挺 权磊
朱挺 董方卓
刘砚亭 钱金福
嵇康 长乐亭主
王明华 梅兰芳
刘宝瑞 马季
刘宝瑞 唐杰忠
刘宝瑞 周文游
刘宝瑞 白云鹏
刘宝瑞 殷文硕
刘宝瑞 高洪顺
刘宝瑞 高元钧
董浩 张微
董浩 董笑笑
董浩 董静山
薛稷 魏叔瑜
薛稷 薛道衡
赵都生 耿永清
廖梦醒 廖凤舒
廖梦醒 廖仲恺
蒲宜君 蒲添生
张豪龙 张柏芝
荣格 叔本华
荣格 弗洛伊德
许崇清 许锡挥
许崇清 许崇济
许崇清 许崇灏
刘孜 杨泓
刘菁 许昱华
陈嘉梁 梅兰芳
李秀明 谢晋
李赛凤 宗天意
李赛凤 罗启仁
钱壮飞 钱椒
钱壮飞 徐双英
钱壮飞 钱一平
南兴烈 南勇
三浦友和 山口百惠
杭子和 沈宝钧
白先勇 白崇禧
白先勇 马佩璋
王向党 王玉芬
王向党 王向国
徐子珊 游乃海
邓敏 梅葆玖
徐弘 徐弢
王小列 李琳
李贤义 晏紫
李贤义 李圣根
王尔晴 敬一丹
Angelababy 黄晓明
夏明震 夏明衡
夏明震 曾志
夏明震 夏时济
张振圻 王文玉
张振圻 佟守本
周韶宁 李开复
谭杰希 魏丹丹
叶正 叶问
叶正 叶准
林风眠 冯叶
宝咏琴 刘鸣炜
汪桂芬 谭鑫培
汪桂芬 程长庚
汪桂芬 王凤卿
汪桂芬 孙菊仙
罗玉凤 王云
王又曾 王业恢
王又曾 王简文
王又曾 王笃学
王又曾 王事展
叶浅予 戴爱莲
汪平孙 汪野亭
贾谊 梁怀王
贾谊 汉文帝
贾谊 周勃
贾谊 长沙王
贾谊 吴公
张芝华 查国钧
赵盈 冯潇霆
聂远 杨光
陈凤芸 黄铁良
曹嵩 曹操
林黛玉 贾母
林黛玉 林如海
王玉璞 杭子和
王玉璞 崔红
王玉璞 王晶华
熊向晖 谌筱华
宋霭龄 孔祥熙
宋霭龄 宋庆龄
侯跃文 袁茵
吕布 貂蝉
陶阳 陶国平
陶阳 郭德纲
陶阳 龙叶凤
陶阳 陶俊
徐媛媛 叶江川
董卓 吕布
田中真纪子 田中直纪
田中真纪子 田中角荣
叶剑英 曾宪植
叶剑英 吴博
叶剑英 危拱之
叶剑英 叶明子
泷川一益 泷川益氏
郭睿玥 许美玲
郭睿玥 李丽芳
郭睿玥 舒昌玉
郭睿玥 张正芳
卞兰 张银娣
卞兰 苗立杰
文徵明 唐寅
陶琪 袁雪芬
贺顺定 郑怀贤
曹棘 刘姬
曹棘 曹操
梅婷 鄢颇
金素雯 金素琴
宇多田光 藤圭子
宇多田光 纪里谷和明
方招 何东旭
方招 陈及时
江姐 彭云
江姐 彭壮壮
江姐 彭咏梧
包玉刚 包陪庆
包玉刚 包兆龙
包玉刚 黄秀英
包玉刚 苏海文
包玉刚 吴光正
笑林 马季
笑林 刘司昌
林志刚 邓亚萍
傅子恩 傅彪
傅子恩 张秋芳
大杨扬 王春露
陈小艺 刘惠宁
蒋慕萍 蒋鑫棠
蒋慕萍 蒋遂平
自来也 漩涡鸣人
自来也 三代火影
宋庆龄 孔祥熙
宋庆龄 宋霭龄
宋庆龄 宋美龄
施鸿鄂 朱逢博
李蓉芳 王和霖
李蓉芳 蔡宝华
李蓉芳 李世芳
李蓉芳 管韶华
李蓉芳 黄天麟
李蓉芳 李荣安
李香凝 李小龙
袁和平 李连杰
袁和平 袁祥仁
袁和平 吴思远
袁和平 袁日初
袁和平 袁小田
袁和平 甄子丹
袁和平 洪金宝
李寿山 李菊笙
陈素真 陈玉亭
陈素真 樊粹庭
孝庄文皇后 皇太极
陈丹淮 陈毅
周侗 武松
周侗 宗泽
周侗 史文恭
周侗 谭正芳
周侗 岳飞
王珞丹 黄圣依
王珞丹 黄晓明
王珞丹 李光洁
黄胜 严茜子
高曙光 江珊
马相伯 朱志尧
马相伯 马建忠
刘晓江 李恒
庄静固伦公主 庄敬和硕公主
夏梦 林葆诚
冯默风 黄药师
冯默风 陆乘风
真田幸村 真田信幸
真田幸村 片仓重纲
真田幸村 真田昌幸
马樟花 袁雪芬
马樟花 陆根棣
何大一 郭素玉
梁司渝 梁锦松
钟家鸿 陈慧珊
冯景兰 冯钟芸
马世媛 唐韵
马世媛 马景涛
费玉清 张少怀
费玉清 费贞绫
费玉清 张菲
石慧儒 荣剑尘
石慧儒 华连仲
胡传 胡适
胡传 冯顺弟
薄瓜瓜 谷开来
邓莲如 唐明治
叶问 李小龙
叶问 陈华顺
叶问 叶正
叶问 叶准
班德贵 赵心敏
班德贵 张杰尧
班德贵 范振钰
赵飞燕 赵合德
赵飞燕 汉成帝
桑振君 常俊丽
桑振君 苗文华
桑振君 陈素真
桑振君 胡小凤
郭秀云 钱景峰
爱德华一世 埃莉诺
爱德华一世 爱德华二世
爱德华一世 亨利
爱德华一世 亨利三世
耿伯春 卢福来
耿伯春 赵津生
金弘业 金大中
马仲英 马海渊
阎笑儒 马三立
阎笑儒 宋玉清
佟晨洁 谢晖
阿奴 李忆如
阿奴 南蛮王
阿奴 圣姑
阿奴 白苗前族长
竺小招 竺水招
竺小招 陶琪
黎瑞恩 曾智明
谢天笑 付兰
经纬 撒贝宁
戈培尔 希特勒
宇喜多秀家 羽柴秀吉
江新蓉 滕雪楼
陈金雀 陈连儿
陈金雀 陈寿峰
李根 李永波
薄一波 薄瓜瓜
鲍惠荞 庄则栋
陈知建 陈赓
田桂凤 筱翠花
陈垣 启功
陈垣 胡适
陈垣 陈智超
陈垣 黄现璠
陈垣 曾庆瑛
陈垣 陈述
施复亮 施光南
施复亮 钟复光
言菊朋 言慧珠
妃英理 毛利兰
蒋百里 左梅
蒋百里 蔡锷
蒋百里 徐志摩
蒋百里 查品珍
尉迟恭 杜如晦
尉迟恭 刘武周
尉迟恭 长孙无忌
尉迟恭 李世民
观世音菩萨 阿弥陀佛
林晓峰 林海峰
林晓峰 林珊珊
朱德刚 魏文亮
朱德刚 刘增锴
朱德刚 吴兆南
张惠春 张惠妹
王志文 陈坚红
王志文 徐帆
徐向前 徐小岩
李鹏 李小琳
李鹏 李小鹏
顾顺章 张国焘
顾顺章 钱壮飞
于文凤 于树权
于文凤 戴维
于文凤 周星驰
倪瓒 蒋氏
赵又廷 赵树海
赵又廷 戴一瑜
白岩松 白清扬
焦仁和 张悬
陈琳 沈永革
余嘉锡 周祖谟
余嘉锡 余逊
郭松龄 韩淑秀
古龙 郑小龙
赵吟秋 王素君
赵吟秋 郭美金
傅小石 傅抱石
傅小石 傅二石
嫘祖 黄帝
李英 朱巧云
刘北茂 刘育熙
南怀仁 汤若望
景荣庆 陈富瑞
景荣庆 宋富亭
景荣庆 孙盛文
景荣庆 范宝亭
郭台强 郭台铭
郭台强 罗玉珍
李维汉 金维映
聂荣臻 丁衡高
聂荣臻 张瑞华
聂荣臻 聂力
邓丽欣 方力申
戴宗 吴用
黎莉莉 潘婕
富坚义博 武内直子
扬雄 严君平
阿朵 高晓松
雪梨 米雪
雪梨 徐少强
雪梨 徐伟栋
唐嘉盛 郭妤浅
唐嘉盛 唐英年
常嘉煌 李承仙
元德 于占元
曹训 曹彦
曹训 曹羲
曹训 曹则
宋世德 宋铁麟
北岛康介 佐藤久佳
北岛康介 荻原舞
乐蒂 陈厚
姚玉芙 梅兰芳
夏衍 巴金
邓建国 黄梓琪
高百岁 郭玉昆
高百岁 陈鹤峰
高百岁 高盛麟
高百岁 关正明
高百岁 周信芳
吕婉柔 汪小菲
罗德丞 罗文锦
曾念平 李少红
张维迎 厉以宁
赵燕侠 诸茹香
王映霞 钟贤道
王映霞 王二南
王映霞 郁达夫
洪虎 张文
洪虎 洪学智
王世襄 王继曾
王世襄 袁荃猷
王世襄 王世富
王世襄 王世容
张宇飞 张雨生
王德显 艾冬梅
王德显 朱凤玲
王德显 孙英杰
王德显 邢慧娜
黄金宝 沈金康
张琼玲 张琼姿
Arissa 吴建豪
杨孝亭 董魁荣
杨孝亭 吴连奎
侯佩岑 侯世宏
侯佩岑 黄伯俊
侯佩岑 周杰伦
侯佩岑 邱嘉雄
王菲 王佑林
王菲 那英
王菲 刘嘉玲
王菲 夏桂影
王菲 王兆民
王菲 窦靖童
王菲 李亚鹏
王杰 王筱翠
王杰 莫绮雯
朱小华 任佩珍
冯刚毅 王玉珍
容星桥 关月英
容星桥 容闳
容星桥 关心焉
容星桥 容应萸
方敏仪 罗嘉良
王敬之 姜宝明
王敬之 谭雪
杨影 邓亚萍
吴化文 马玉珍
邓伟 朱光潜
李戡 李敖
李戡 王小屯
周瑜 孙权
周瑜 小乔
周瑜 周循
周瑜 周胤
郑秀文 刘德华
妲己 苏护
妲己 纣王
薛世恒 陈法拉
薛世恒 薛嘉麟
柳亚子 柳无忌
李进良 胡瓜
陈寅 刘海涛
许志安 余德琳
许志安 郑秀文
侯军 侯瓒
侯军 侯宝林
侯军 侯耀文
马世啸 马富禄
郑太顺 叶欣荣
罗震环 杨幂
王夫人 贾宝玉
王夫人 贾珠
王夫人 贾政
王夫人 贾母
彭于晏 蔡依林
王传一 可米小子
王传一 申东靖
李慧来 王群英
李慧来 王应立
谢振轩 谢贤
谢振轩 张柏芝
周少麟 周信芳
周少麟 周英华
文强 文兵
文强 周晓亚
文强 文明君
文强 谢才萍
王仕鹏 孙悦
曾国华 刘时铁
邱嘉雄 侯佩岑
邱嘉雄 蔡贵照
白居易 白季庚
林豆豆 叶群
林豆豆 林彪
何守正 张惠妹
杨维 张洁雯
杨维 黄楠雁
袁克坚 袁篆祯
袁克坚 袁克权
袁克坚 袁伯祯
黄贯中 朱茵
伊瓜因 卢西亚娜
伊瓜因 马拉多纳
新艳秋 王瑶卿
新艳秋 王海山
新艳秋 梅兰芳
鲁冠球 鲁伟鼎
梅雨田 茹莱卿
梅雨田 贾祥瑞
梅雨田 梅兰芳
梅雨田 梅巧玲
赵一涵 赵本山
仲满 武宗文
王葆仁 吴萱
霍光 霍去病
典韦 曹操
典韦 典满
典韦 许褚
张镇芳 刘静斋
张镇芳 袁世凯
张镇芳 张致远
拉姑 谢振轩
吕瑞英 吴素英
吕瑞英 范瑞娟
吕瑞英 张咏梅
吕瑞英 张桂凤
吕瑞英 金采风
杨绛 钱瑗
周培源 冯瑛
樊粹庭 陈素真
樊粹庭 赵义庭
筱丹桂 徐玉兰
筱丹桂 冷山
筱丹桂 张春帆
时钧 汪家鼎
郭守正 郭晓玲
郭守正 曹斯杰
郭守正 郭台铭
郭守正 黄子容
霍震宇 霍英东
霍震宇 霍震寰
霍震宇 霍震霆
霍震宇 吕燕妮
王铖湘 徐浩
佟大方 郭启儒
王恩怀 王秀春
王振义 陈竺
王振义 陈赛娟
何雯娜 陈一冰
何雯娜 马军阳
何雯娜 卓贤麟
白崇禧 白志书
白崇禧 白先刚
白崇禧 白崇伦
白崇禧 白崇勋
白崇禧 马佩璋
立花道雪 立花訚千代
立花道雪 由布惟常
邓林 邓小平
张玉 韦唯
邵逸夫 黄美珍
邵逸夫 方逸华
宋丹丹 英达
宋丹丹 英巴图
宋丹丹 袁钢
宋丹丹 赵玉吉
荀慧生 荀皓
荀慧生 荀令香
赵忠祥 赵方
赵忠祥 张美珠
赵钩弋 汉武帝
茹元俊 茹富兰
吴竹似 陈铭德
吴竹似 吴敬瑗
吴竹似 刘正华
吴竹似 吴敬琏
张天爱 王盛德
张天爱 邢嘉倩
张天爱 王敏德
王蒙 崔瑞芳
陈铭德 邓季惺
张抗抗 姜戎
李林 李四光
唐诗咏 黄嘉乐
和思皇后 唐中宗
刘淑芳 方贤旭
郑敏 穆旦
杨红丽 张鸣琴
李小婉 林申
阎晶晶 李肇星
阎晶晶 阎维文
柏拉图 苏格拉底
柏拉图 亚里士多德
蒋纬国 石静宜
蒋纬国 陈洁如
蒋纬国 宋美龄
蒋纬国 邱爱伦
蒋纬国 蒋孝刚
蒋纬国 蒋经国
蒋纬国 蒋介石
程小东 马玉成
杨紫琼 杨南日
刘允若 何葆贞
李隆基 唐睿宗
杨嘉源 杨嘉荣
杨嘉源 大枝雄介
陈慕华 钟毅
徐兰沅 徐阿四
黄宗英 程述尧
黄宗英 黄宗汉
黄宗英 黄宗淮
黄宗英 异方
黄宗英 黄宗江
陈金霞 魏东
方瑀 连战
方瑀 方声恒
常宝华 常贵田
常宝华 常连安
常宝华 侯耀华
常宝华 常宝霆
常宝华 傅天真
姜夔 辛弃疾
姜夔 范成大
张宗昌 袁中娥
张楚儿 蔡少芬
何超仪 何鸿燊
何超仪 蓝琼缨
陈格 杜宪
陈格 陈道明
洪天明 徐子淇
洪天明 洪煦榆
洪天明 洪金宝
小泽征尔 伯恩斯坦
沈殿霞 郑欣宜
沈殿霞 郑少秋
蔡英莲 张君秋
李子君 李明珠
李子君 张可欣
封凤子 赵清阁
徐子淇 李兆基
徐子淇 洪天明
徐子淇 李晞彤
徐子淇 李家诚
徐子淇 彭雪芳
张爱玲 张佩纶
张爱玲 周瘦鹃
张爱玲 李鸿章
张爱玲 胡兰成
张爱玲 张志沂
张爱玲 赖雅
张爱玲 张子静
刘琼 刘本之
松井大辅 加藤罗莎
安藤武夫 伊藤友惠
山治 娜美
邢嘉倩 潘世亨
邢嘉倩 林青霞
邢嘉倩 张天爱
何超莲 何超云
何超莲 何鸿燊
何超莲 陈婉珍
李泉 柯蓝
陶铸 陶斯亮
陶铸 曾志
罗京 邢质斌
罗京 李瑞英
刘琮 蔡氏
刘琮 刘表
任讷 于子恒
刘庭羽 郜林
谢天华 陈小春
谢天华 郭富城
谢天华 朱永棠
黄继光 邓芳芝
刘琨 祖逖
张闾瑛 张学良
张闾瑛 于凤至
鑫艳玲 赵萍
陈楚河 陈乔恩
陈楚河 陈启礼
钱穆 钱逊
钱穆 张一贯
钱穆 胡美琦
钱穆 钱婉约
贾元春 贾政
贾元春 王夫人
梁秀娟 梁花侬
爱德华二世 爱德华三世
赵本山 赵一涵
赵本山 马丽娟
赵本山 小沈阳
赵本山 葛淑珍
赵本山 赵玉芳
赵本山 黄晓娟
赵本山 宋丹丹
赵本山 高秀敏
赵本山 于月仙
赵本山 赵德仁
谭鑫培 王又宸
谭鑫培 谭元寿
蒋孝勇 蒋友柏
蒋孝勇 方智怡
蒋孝勇 蒋方良
蒋孝勇 蒋经国
蒋孝勇 蒋友青
黄依群 吴素英
黄依群 陈辉玲
王菁 何炅
蒋翼遥 鞠萍
苏嘉全 洪恒珠
宋德珠 阎岚秋
宋德珠 宋丹菊
宋德珠 朱桂芳
邓肇坚 邓志昂
邓肇坚 邓永锵
邓肇坚 邓伯勤
邓肇坚 冯锦美
韩冬柏 梅葆玖
韩冬柏 王志怡
方声洞 方振隆
方声洞 王颖
方声洞 方君笄
方声洞 方贤旭
方声洞 方声涛
方宏进 方贞
方宏进 于红伟
林妙可 陆子艺
周令飞 周海婴
沈葆桢 林则徐
沈葆桢 林普晴
马富禄 傅小山
马富禄 马连良
马富禄 金少山
梅加瓦蒂 苏卡诺
梅加瓦蒂 父
梅加瓦蒂 离异
任之恭 陶葆柽
金日成 金正淑
金日成 金圣爱
金日成 金亨稷
金日成 金正日
秦剑 林翠
秦剑 曾江
汪桂英 汪野亭
张有兴 张天爱
晋惠帝 始平公主
张长青 柳岩
张长青 郭德纲
侯少奎 侯永奎
侯少奎 侯爽
胡婷婷 胡志强
许平君 许广汉
许平君 刘奭
许平君 刘询
毛利元就 毛利兴元
毛利元就 幸松丸
何香凝 廖承志
何香凝 廖仲恺
何香凝 孙中山
李喜儿 林忆莲
李喜儿 李宗盛
敖犬 棒棒堂
王汉斌 彭佩云
陈叔宝 张丽华
钟连鸣 叶福海
梦鸽 李双江
梦鸽 李天一
花砚茹 周琳
周丽淇 周汶锜
袁凤霞 桂宝芬
白驹荣 薛觉先
白驹荣 白雪仙
宫粉红 罗乐林
宫粉红 陈非侬
曹永廉 姜依兰
郭秀仪 黄琪翔
金孝渊 黄美英
金孝渊 权侑莉
金孝渊 崔秀英
金孝渊 徐珠贤
何念慈 孙道存
何念慈 孙莹莹
何念慈 田力行
何念慈 孙芸芸
买宝瑶 买红妹
丘吉尔 伦道夫
孟桐 那英
安室奈美惠 温大
安室奈美惠 Sam
管同 姚鼐
耿巧云 刘长瑜
王学圻 王大庆
王学圻 孙昌宁
林文龙 林天若
李赋京 梁之彦
李赋京 张昌绍
李赋京 韦加宁
李赋京 李仪祉
李赋京 李景英
于若木 陈元
于若木 陈云
齐白石 齐平初
齐白石 齐良末
齐白石 齐媛媛
齐白石 齐良迟
齐白石 齐可来
施闻 周嘉威
林跃 林耀泉
林跃 郑小英
陈丽达 陈强
小香玉 李易祥
小香玉 常香玉
小香玉 李冰
小香玉 徐帆
小香玉 张洁
小香玉 王小芬
高以翔 周汶锜
张池明 明
秦始皇 高
秦始皇 秦庄襄王
秦始皇 扶苏
秦始皇 秦惠文王驷
谢娜 张杰
庄希泉 余佩皋
王筱翠 王侠
钱声一 钱穆
顾慰连 顾毓琇
顾慰连 李竞雄
毛利辉元 小早川隆景
毛利辉元 毛利隆元
毛利辉元 毛利秀元
徐静蕾 黄立行
徐静蕾 张亚东
徐静蕾 李亚鹏
傅彪 傅子恩
吴健 李维格
袁克文 袁世凯
袁克文 袁克定
成昆 张无忌
成昆 阳夫人
津田左右吉 白鸟库吉
朱孝天 周渝民
朱孝天 吴建豪
朱孝天 林熙蕾
傅彦 付洋
傅彦 彭真
赵兰坤 连震东
赵兰坤 连战
赵兰坤 连横
黄锦燊 赵雅芝
谌容 梁左
观世音 阿弥陀佛
何超琼 何鸿燊
何超琼 许晋亨
何超琼 蓝琼缨
慕容宝 慕容盛
慕容宝 慕容元
慕容宝 慕容垂
马潮水 费翠棠
马潮水 卫梅朵
马潮水 姚方松
冯小刚 张娣
冯小刚 冯思语
毛利兰 妃英理
毛利兰 毛利小五郎
毛利兰 工藤新一
郭炳江 郭炳联
邝美云 吕良伟
邝美云 郭台铭
焦守云 余音
焦守云 焦裕禄
谢逊 成昆
浅田真央 高桥大辅
高崚 吴圣
吉诺比利 波波维奇
吉诺比利 邓肯
潘粤明 董洁
马莉莉 凌爱珍
马莉莉 邵滨孙
马莉莉 李灵珠
马莉莉 石筱英
王贞仪 王锡琛
何静 朱笑东
何静 高大林
关灵凤 樊粹庭
魏梅照 徐玉兰
魏梅照 张小巧
魏梅照 陆锦花
魏梅照 李忠萍
梅德韦杰夫 梅德韦杰娃
撒贝宁 章子怡
撒贝宁 撒贝娜
阿娇 Twins
黄万里 黄炎培
姚玉兰 姚玉英
邱钟惠 韩模宁
袁世凯 袁仲祯
袁世凯 袁克齐
袁世凯 袁甲三
袁世凯 袁克轸
袁世凯 袁克文
袁世凯 袁克定
袁世凯 袁克有
朱青阳 朱时茂
贾雨村 娇杏
齐春雷 方亚芬
刘禅 刘瑶
刘禅 甘夫人
刘禅 刘璿
刘禅 诸葛亮
刘禅 刘琮
刘禅 刘谌
雷英 孙荣蕙
雷英 林玉梅
雷英 何顺信
雷英 李近秋
侯耀华 侯瓒
侯耀华 侯军
侯耀华 常宝华
侯耀华 侯耀文
陆建章 冯玉祥
陆建章 宋哲元
李树建 李健
李树建 孙海涛
李树建 闫长现
李树建 高红岩
郝邵文 释小龙
罗微 李来
陈阿娇 刘彻
陈阿娇 陈须
陈阿娇 陈午
李俊玲 赵吟秋
万籁鸣 万古蟾
殷天正 殷素素
李四光 李林
李四光 邹承鲁
王素君 常香玉
张居正 张嗣修
张居正 张敬修
张居正 张静修
张居正 明神宗
张居正 张简修
张居正 张懋修
张居正 张允修
阎桂祥 谭孝曾
阎桂祥 谭正岩
米家山 潘虹
吕晶晶 盛品儒
太乙真人 元始天尊
太乙真人 九灵元圣
姜桂题 雷彦
刘彻 卫子夫
刘彻 王娡
刘彻 窦太后
李家诚 李兆基
李家诚 徐子淇
土登 米玛
唐棣华 黄克诚
林则徐 陈帙
林则徐 沈葆桢
林则徐 郑淑卿
林则徐 林霈霖
林则徐 林宾日
林则徐 林聪彝
林则徐 林普晴
林则徐 林鸣鹤
宋蔼龄 孔祥熙
宋蔼龄 孔令侃
宋蔼龄 宋庆龄
宋蔼龄 宋美龄
宋蔼龄 孙中山
宋蔼龄 蒋介石
彭康育 5566
梁实秋 程季淑
梁实秋 梁文茜
林海峰 吴清源
林海峰 林敏浩
林海峰 林国圭
林海峰 藤田梧郎
李志民 刘平
沈世启 张克林
沈世启 缪传先
沈世启 宋国祥
彭加木 彭海
彭加木 夏叔芳
常宝堃 张寿臣
常宝堃 常宝霖
常宝堃 常宝华
常宝堃 常宝霆
田中直纪 田中角荣
田中直纪 田中真纪子
周慰堂 周信芳
小渊优子 小渊惠三
周先庚 陈立
廖凤舒 陈纳德
廖凤舒 陈香梅
廖凤舒 李少石
廖凤舒 廖香词
廖凤舒 廖梦醒
廖凤舒 廖仲恺
廖凤舒 廖承志
张天翼 沈承宽
张天翼 契萌
吴蔚然 吴阶平
陈德勋 陈兆熙
陈德勋 罗小玲
张世麟 任翠卿
张世麟 张幼麟
关公 关平
关公 关兴
关公 张飞
司马德宗 司马德文
高红岩 李树建
陈济棠 陈树柏
陈济棠 莫秀英
刘海粟 张韵士
刘海粟 夏伊乔
刘海粟 傅雷
冯慧兰 冯来金
冯慧兰 洪培才
张茵 张成飞
张茵 刘名中
韩信 刘邦
韩信 萧何
焦少海 焦德海
刘宝全 常旭久
刘宝全 胡十
刘宝全 白凤鸣
刘宝全 谭凤元
刘宝全 宋五
袁绍 袁逢
袁绍 袁尚
袁绍 袁谭
袁绍 袁熙
黄有龙 赵薇
黄有龙 叶翠翠
华雯 秦雷
王濛 周洋
王濛 张会
王濛 马庆忠
王濛 孙琳琳
王濛 李琰
王濛 刘秋宏
张杰尧 高闻元
李泽钜 庄月明
李泽钜 李嘉诚
李安琦 文佳
莫科 莫连贵
莫科 王凡
贾小七 赵本山
安志杰 谢婷婷
安志杰 李玟
张茜 张卫健
张茜 陈毅
张茜 严宽
俞大维 傅斯年
俞大维 俞大彩
俞大维 俞明震
俞大维 蒋经国
俞大维 蒋孝章
骆耀 叶问
骆耀 梁相
陈大悲 陈正薇
千百惠 高大林
诸葛怀 诸葛丰
张瑞芳 余克稷
张瑞芳 严励
吴平 陈凌霞
李宗盛 林忆莲
李宗盛 朱卫茵
李宗盛 张震岳
李宗盛 周华健
李宗盛 李喜儿
汤镇业 汤镇宗
顺子 黄爱莲
慕容涉归 慕容耐
曹植 曹冲
王德泰 杨靖宇
沈比利 比阿特丽斯
石达开 洪秀全
石达开 杨秀清
石达开 韦昌辉
黄品冠 梁静茹
刘德一 午马
刘德一 刘乙麟
刘德一 李洁
刘德一 侯跃文
庄泳 王敏
庄泳 沈坚强
徐寿 徐建寅
李伯祥 李洁尘
张丹露 赵文卓
李嘉存 高英培
金焰 王人美
魏松 周小燕
吕庆欣 霍启刚
朴寒星 Se7en
冈田克也 冈田卓也
刘滨 毛甜懿
刘滨 毛新宇
太平公主 武攸暨
太平公主 唐高宗
太平公主 薛绍
杨泓 刘孜
宋卫平 毛昱衡
宋卫平 夏一波
郎朗 赵屏国
郎朗 朱雅芬
高小英 张东健
俞灏明 刘惜君
胡启立 郝克明
郑家钧 夏明翰
傅履仁 宗毓华
傅履仁 宗毓珍
傅履仁 傅泾波
宋濂 孙慎
宋濂 贾专
姚弋仲 姚襄
林育南 林育英
冯沅君 冯台异
宋逸民 陈维龄
宋逸民 张庭
宋逸民 宋达民
宋逸民 宋承骏
大枝雄介 杨嘉源
大枝雄介 大渊盛人
大枝雄介 安田泰敏
大枝雄介 前田阵尔
张文顺 李菁
张文顺 郭德纲
鲍金龙 袁雪芬
鲍金龙 傅全香
邱淑贞 沈嘉伟
释永信 释小龙
蔡康永 刘坤龙
郭英丽 常俊丽
郭英丽 苗文华
郭英丽 刘伯玲
郭英丽 赵贞玉
洪钧 张佩纶
顾传琳 顾传玠
凌潇肃 姚晨
宫崎市定 内藤湖南
宫崎市定 桑原隲藏
李相恩 李时炯
余隆 丁善德
季芹 王仁甫
陶晶莹 李李仁
丰臣秀吉 丰臣秀次
丰臣秀吉 织田信长
丰臣秀吉 木下弥右卫门
田力行 何念慈
曹德旺 曹晖
彭顺 李心洁
彭顺 彭发
周迅 朴树
周迅 宋宁
周迅 范晓萱
周迅 窦鹏
周迅 王朔
周迅 李亚鹏
王阳 吕一
王阳 张铎
孙鲁育 朱据
孙鲁育 孙权
孙鲁育 孙亮
孙鲁育 朱王妃
孙鲁育 朱损
赵雅芝 黄锦燊
